title,rank,score,users_rated,Popularity,Favorites,Members,animeType,Episodes,status,premiered,studio,source,rating,genres
Nanatsu no Taizai Movie: Tenkuu no Torawarebito,1325,7.63,44569,1043,298,104310,Movie,1,Finished Airing,"Aug 18, 2018",A-1 Pictures,Manga,"Aug 18, 2018","Action,Adventure,Fantasy,Magic,Shounen,Supernatural"
Nodame Cantabile: Finale OVA,1326,7.63,12005,2941,8,22843,OVA,1,Finished Airing,"Apr 26, 2010",J.C.Staff,Manga,"Apr 26, 2010","Comedy,Romance,Josei"
Non Non Biyori: Okinawa e Ikukoto ni Natta,1327,7.63,21680,2160,31,39755,OVA,1,Finished Airing,"Jul 23, 2014",Silver Link.,Manga,"Jul 23, 2014","Comedy,School,Seinen,Slice of Life"
Re:Creators,1328,7.63,103616,339,2246,281076,TV,22,Finished Airing,Spring 2017,TROYCA,Original,R - 17+ (violence & profanity),"Action,Fantasy,Sci-Fi"
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,1331,7.63,23938,1007,349,108543,Movie,1,Finished Airing,"Oct 6, 2018",White Fox,Light novel,"Oct 6, 2018","Psychological,Drama,Thriller,Fantasy"
Rokuhoudou Yotsuiro Biyori,1332,7.63,6245,3299,92,18139,TV,12,Finished Airing,Spring 2018,Zexcs,Manga,PG-13 - Teens 13 or older,"Seinen,Slice of Life"
Sengoku Basara Two,1331,7.63,26086,1738,186,55065,TV,12,Finished Airing,Summer 2010,Production I.G,Game,PG-13 - Teens 13 or older,"Action,Historical,Martial Arts,Samurai,Super Power"
Shakugan no Shana III (Final),1332,7.63,88420,580,1114,181883,TV,24,Finished Airing,Fall 2011,J.C.Staff,Light novel,PG-13 - Teens 13 or older,"Action,Supernatural,Drama,Romance,Fantasy"
Shin Tennis no Ouji-sama,1333,7.63,21387,2076,213,41888,TV,13,Finished Airing,Winter 2012,Production I.G,Manga,PG-13 - Teens 13 or older,"Action,Comedy,Sports,Shounen"
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,1334,7.63,5357,4179,22,10493,Movie,1,Finished Airing,"Mar 4, 1995",Toei Animation,Unknown,"Mar 4, 1995","Comedy,Drama,School,Shounen,Slice of Life,Sports"
Sukitte Ii na yo.,1335,7.63,207937,228,3899,371895,TV,13,Finished Airing,Fall 2012,Zexcs,Manga,PG-13 - Teens 13 or older,"Drama,Romance,School,Shoujo"
Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,1336,7.63,3353,4700,10,7971,OVA,4,Finished Airing,"Aug 26, 2011 to Oct 26, 2011",Production I.G,Unknown,"Aug 26, 2011 to Oct 26, 2011","Sports,Shounen"
The iDOLM@STER Movie: Kagayaki no Mukougawa e!,1337,7.63,8508,3302,57,18076,Movie,1,Finished Airing,"Jan 25, 2014",A-1 Pictures,Game,"Jan 25, 2014","Music,Comedy,Drama"
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,1338,7.63,84511,777,320,139162,OVA,1,Finished Airing,"Sep 19, 2013",Brain's Base,Light novel,"Sep 19, 2013","Comedy,Romance,School"
Aa! Megami-sama! Movie,1339,7.62,19565,2310,100,35188,Movie,1,Finished Airing,"Oct 21, 2000",AIC,Original,"Oct 21, 2000","Comedy,Magic,Romance,Seinen,Supernatural"
Ajin Part 1: Shoudou,1340,7.62,12158,2387,47,33179,Movie,1,Finished Airing,"Nov 27, 2015",Polygon Pictures,Manga,"Nov 27, 2015","Action,Horror,Mystery,Seinen,Supernatural"
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,1342,7.62,16788,2498,65,30466,Movie,1,Finished Airing,"Dec 23, 1995",Toei Animation,Manga,"Dec 23, 1995","Drama,Magic,Shoujo"
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,1342,7.62,16281,2546,50,29497,Special,1,Finished Airing,"Aug 2, 2011",Toei Animation,Manga,"Aug 2, 2011","Action,Sci-Fi,Comedy,Super Power,Fantasy,Shounen"
Durarara!!x2 Ten: Onoroke Chakapoko,1343,7.62,13403,2375,34,33534,Special,1,Finished Airing,"Jan 27, 2016",Shuka,Light novel,"Jan 27, 2016","Action,Mystery,Supernatural"
Evangelion: 3.0 You Can (Not) Redo,1344,7.62,116185,494,1095,212630,Movie,1,Finished Airing,"Nov 17, 2012",Khara,Original,"Nov 17, 2012","Action,Sci-Fi,Mecha"
Fantastic Children,1345,7.62,5755,2854,255,24212,TV,26,Finished Airing,Fall 2004,Nippon Animation,Original,PG-13 - Teens 13 or older,"Adventure,Fantasy,Mystery,Romance,Sci-Fi,Thriller"
Final Fantasy VII: Advent Children - Venice Film Festival Footage,1346,7.62,3819,4453,13,9079,Movie,1,Finished Airing,"Sep 14, 2005",add some,Game,"Sep 14, 2005","Action,Fantasy,Drama,Sci-Fi"
Gakuen Babysitters Special,1347,7.62,3292,4442,18,9177,Special,1,Finished Airing,"Sep 26, 2018",Brain's Base,Manga,"Sep 26, 2018",Comedy
Goblin Slayer,1348,7.62,225128,173,3367,425997,TV,12,Finished Airing,Fall 2018,White Fox,Light novel,R - 17+ (violence & profanity),"Action,Adventure,Fantasy"
Irozuku Sekai no Ashita kara,1349,7.62,56460,683,1049,158392,TV,13,Finished Airing,Fall 2018,P.A. Works,Original,PG-13 - Teens 13 or older,"Drama,Magic,Romance,School"
Jigoku Sensei Nube,1350,7.62,3860,3832,92,12938,TV,49,Finished Airing,Spring 1996,Toei Animation,Manga,PG-13 - Teens 13 or older,"Adventure,Comedy,Horror,Romance,School,Shounen,Supernatural"
Kaleido Star: Aratanaru Tsubasa - Extra Stage,1351,7.62,5971,4034,23,11413,OVA,1,Finished Airing,"Sep 24, 2004",Gonzo,Original,"Sep 24, 2004","Adventure,Comedy,Sports,Drama,Shoujo"
Kino no Tabi: The Beautiful World - The Animated Series,1352,7.62,43853,967,573,113917,TV,12,Finished Airing,Fall 2017,Lerche,Light novel,R - 17+ (violence & profanity),"Action,Adventure,Slice of Life"
Konjiki no Gash Bell!!,1353,7.62,34748,1302,998,81235,TV,150,Finished Airing,Spring 2003,Toei Animation,Manga,PG-13 - Teens 13 or older,"Adventure,Comedy,Demons,Supernatural,Magic,Shounen"
Kyoukaisenjou no Horizon II,1354,7.62,29416,1548,337,64672,TV,13,Finished Airing,Summer 2012,Sunrise,Light novel,R+ - Mild Nudity,"Action,Fantasy,Sci-Fi"
Minami-ke Okaeri,1355,7.62,29614,1732,62,55324,TV,13,Finished Airing,Winter 2009,Asread,Manga,PG-13 - Teens 13 or older,"Slice of Life,Comedy,School"
Mitsudomoe: Oppai Ippai Mama Genki,1356,7.62,8090,3647,12,14631,Special,1,Finished Airing,"Feb 23, 2011",Bridge,Unknown,"Feb 23, 2011","Slice of Life,Comedy,School"
Ojamajo Doremi Dokkaan!,1357,7.62,4223,4303,125,9854,TV,51,Finished Airing,Winter 2002,Toei Animation,Original,G - All Ages,"Comedy,Magic,Shoujo"
One Piece: Heart of Gold,1358,7.62,19046,2287,39,36022,Special,1,Finished Airing,"Jul 16, 2016",Toei Animation,Manga,"Jul 16, 2016","Action,Adventure,Comedy,Drama,Fantasy,Shounen"
Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,1359,7.62,504,2958,25,23232,Movie,1,Finished Airing,"Mar 8, 2019",Production I.G,Original,"Mar 8, 2019","Action,Sci-Fi,Police,Psychological"
Quanzhi Fashi 3rd Season,1360,7.62,7043,3491,56,16319,ONA,12,Finished Airing,"Oct 12, 2018 to Dec 22, 2018",Shanghai Foch Film Culture Investment,Novel,"Oct 12, 2018 to Dec 22, 2018","Action,Magic,Fantasy,School"
Ranma ½: Akumu! Shunmin Kou,1361,7.62,4519,4317,8,9812,OVA,1,Finished Airing,"Jul 31, 2008",Sunrise,Manga,"Jul 31, 2008","Action,Comedy,Supernatural,Martial Arts,Shounen"
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,1362,7.62,22253,2129,98,40377,Movie,1,Finished Airing,"Dec 20, 1997",Gallop,Manga,"Dec 20, 1997","Samurai,Historical,Drama,Shounen"
Saenai Heroine no Sodatekata,1363,7.62,157544,277,2470,331381,TV,12,Finished Airing,Winter 2015,A-1 Pictures,Light novel,PG-13 - Teens 13 or older,"Harem,Comedy,Romance,Ecchi,School"
Towa no Quon 5: Souzetsu no Raifuku,1364,7.62,14261,2729,13,25929,Movie,1,Finished Airing,"Nov 5, 2011",Bones,Original,"Nov 5, 2011","Action,Sci-Fi,Super Power,Supernatural"
Yama no Susume: Third Season,1365,7.62,4573,3815,38,13155,TV,13,Finished Airing,Summer 2018,8bit,Manga,PG-13 - Teens 13 or older,"Adventure,Comedy,Slice of Life"
"Yondemasu yo, Azazel-san. Z",1366,7.62,15869,2579,56,28775,TV,13,Finished Airing,Spring 2013,Production I.G,Manga,R - 17+ (violence & profanity),"Comedy,Demons,Supernatural"
Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,1367,7.62,643,7273,9,2553,TV,12,Finished Airing,Spring 2005,Sunrise,Unknown,PG-13 - Teens 13 or older,"Action,Mecha,Sci-Fi,Super Power"
Air Gear,1368,7.61,137680,365,3483,263400,TV,25,Finished Airing,Spring 2006,Toei Animation,Manga,R+ - Mild Nudity,"Action,Comedy,Ecchi,Shounen,Sports"
Ao no Exorcist: Kyoto Fujouou-hen,1369,7.61,174851,240,1134,360586,TV,12,Finished Airing,Winter 2017,A-1 Pictures,Manga,PG-13 - Teens 13 or older,"Action,Demons,Supernatural,Fantasy,Shounen"
Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,1370,7.61,65713,982,198,111558,Special,1,Finished Airing,"Mar 26, 2008",Bones,Original,"Mar 26, 2008","Sci-Fi,Comedy,Parody"
Days (TV): Touin Gakuen-sen!,1371,7.61,2241,3508,55,16063,OVA,3,Finished Airing,"Mar 16, 2018 to Jul 17, 2018",MAPPA,Manga,"Mar 16, 2018 to Jul 17, 2018","Sports,School,Shounen"
Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,1372,7.61,4699,4260,32,10044,OVA,1,Finished Airing,"Apr 19, 2008",TMS Entertainment,Unknown,"Apr 19, 2008","Adventure,Police,Comedy,Mystery,Shounen"
Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,1373,7.61,3946,4549,12,8609,OVA,1,Finished Airing,"Apr 17, 2010",add some,Unknown,"Apr 17, 2010","Police,Comedy,Mystery,Shounen"
Diamond no Ace: Second Season OVA,1374,7.61,2215,5344,7,5810,OVA,2,Finished Airing,"Aug 15, 2016 to Oct 17, 2016",Production I.G,Manga,"Aug 15, 2016 to Oct 17, 2016","Comedy,Sports,School,Shounen"
Digimon Adventure Movie,1375,7.61,53511,1282,317,82929,Movie,1,Finished Airing,"Mar 6, 1999",Toei Animation,Original,"Mar 6, 1999","Action,Fantasy,Kids,Sci-Fi"
Digimon Adventure tri. 2: Ketsui,1376,7.61,31897,1696,103,57317,Movie,1,Finished Airing,"Mar 12, 2016",Toei Animation,Original,"Mar 12, 2016","Action,Adventure,Comedy,Drama"
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,1377,7.61,1721,6827,6,3120,Movie,1,Finished Airing,"Mar 10, 2007",Shin-Ei Animation,Unknown,"Mar 10, 2007","Adventure,Comedy,Fantasy"
Dumbbell Nan Kilo Moteru?,1378,7.61,40299,894,496,122863,TV,12,Finished Airing,Summer 2019,Doga Kobo,Web manga,PG-13 - Teens 13 or older,"Comedy,Ecchi,Slice of Life,Sports"
Fullmetal Alchemist: Brotherhood - 4-Koma Theater,1379,7.61,19707,2036,132,43414,Special,16,Finished Airing,"Aug 26, 2009 to Nov 24, 2010",Bones,4-koma manga,"Aug 26, 2009 to Nov 24, 2010","Parody,Fantasy,Comedy,Military"
Heroic Age,1380,7.61,36703,1214,632,86401,TV,26,Finished Airing,Spring 2007,Xebec,Original,PG-13 - Teens 13 or older,"Action,Mecha,Military,Sci-Fi,Space"
Hetalia Axis Powers,1381,7.61,89404,545,5194,193261,ONA,52,Finished Airing,"Jan 24, 2009 to Mar 5, 2010",Studio Deen,Web manga,"Jan 24, 2009 to Mar 5, 2010","Comedy,Historical,Parody"
Huyao Xiao Hongniang: Nan Guo,1382,7.61,787,6008,15,4335,ONA,26,Finished Airing,"Nov 24, 2017 to Jun 22, 2018",Haoliners Animation League,Manga,"Nov 24, 2017 to Jun 22, 2018","Comedy,Historical,Romance,Supernatural"
InuYasha Movie 4: Guren no Houraijima,1383,7.61,35869,1559,196,63974,Movie,1,Finished Airing,"Dec 23, 2004",Sunrise,Manga,"Dec 23, 2004","Action,Adventure,Comedy,Historical,Demons,Supernatural,Drama,Magic,Romance,Fantasy,Shounen"
Isekai Quartet,1384,7.61,71308,614,766,172302,TV,12,Finished Airing,Spring 2019,Studio PuYUKAI,Original,PG-13 - Teens 13 or older,"Comedy,Fantasy,Parody"
Mekakucity Records,1385,7.61,1654,5778,22,4772,add some,3,Finished Airing,"May 29, 2013",add some,Music,"May 29, 2013","Music,Psychological,Sci-Fi"
Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,1386,7.61,9028,3021,16,21647,OVA,1,Finished Airing,"Sep 25, 2019",Bones,Original,"Sep 25, 2019","Action,Slice of Life,Comedy,Supernatural"
Nijuu Mensou no Musume,1387,7.61,9524,2632,164,27721,TV,22,Finished Airing,Spring 2008,Bones,Manga,PG-13 - Teens 13 or older,"Action,Adventure,Mystery"
Ojiisan no Lamp,1388,7.61,8126,3520,17,15929,Movie,1,Finished Airing,"Mar 5, 2011",Telecom Animation Film,Original,"Mar 5, 2011","Drama,Historical"
Schoolyard,1389,7.61,156,13100,0,226,Special,1,Finished Airing,"Dec 7, 2018",add some,Original,"Dec 7, 2018","Dementia,Music"
Shakugan no Shana,1390,7.61,198531,186,5346,407843,TV,24,Finished Airing,Fall 2005,J.C.Staff,Light novel,PG-13 - Teens 13 or older,"Action,Drama,Fantasy,Romance,School,Supernatural"
Shin Tennis no Ouji-sama Specials,1391,7.61,3032,4719,20,7902,Special,7,Finished Airing,"Apr 20, 2012 to Apr 24, 2013",Production I.G,Unknown,"Apr 20, 2012 to Apr 24, 2013","Action,Comedy,Sports,Shounen"
Super Lovers 2,1392,7.61,19839,2023,294,43995,TV,10,Finished Airing,Winter 2017,Studio Deen,Manga,PG-13 - Teens 13 or older,"Slice of Life,Comedy,Drama,Romance,Shounen Ai"
Toradora! Recap,1393,7.61,19669,2028,63,43775,OVA,1,Finished Airing,"Apr 30, 2009",J.C.Staff,Light novel,"Apr 30, 2009","Slice of Life,Comedy,Romance,School"
Tsubasa Chronicle,1394,7.61,75006,597,2192,175752,TV,26,Finished Airing,Spring 2005,Bee Train,Manga,PG-13 - Teens 13 or older,"Action,Adventure,Fantasy,Magic,Romance,Supernatural,Shounen"
Yuru Camp△ Specials,1395,7.61,9555,2797,39,24956,Special,3,Finished Airing,"Mar 28, 2018 to Jul 25, 2018",C-Station,Manga,"Mar 28, 2018 to Jul 25, 2018","Slice of Life,Comedy"
Zero no Tsukaima: Futatsuki no Kishi,1396,7.61,222403,250,1276,353987,TV,12,Finished Airing,Summer 2007,J.C.Staff,Light novel,PG-13 - Teens 13 or older,"Action,Adventure,Harem,Comedy,Magic,Romance,Ecchi,Fantasy,School"
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,1397,7.61,42656,1080,323,98710,TV,12,Finished Airing,Winter 2013,Manglobe,Original,R - 17+ (violence & profanity),"Action,Super Power,Supernatural,Shounen"
Ahiru no Sora,1398,7.6,6600,2020,116,44057,TV,Unknown,Currently Airing,Fall 2019,Diomedea,Manga,None,"Sports,Drama,School,Shounen"
Ajin,1399,7.6,167514,262,2241,346942,TV,13,Finished Airing,Winter 2016,Polygon Pictures,Manga,R - 17+ (violence & profanity),"Action,Mystery,Horror,Supernatural,Seinen"
Ano Natsu de Matteru,1400,7.6,123923,378,1738,255007,TV,12,Finished Airing,Winter 2012,J.C.Staff,Original,PG-13 - Teens 13 or older,"Comedy,Drama,Romance,Sci-Fi,Slice of Life"
Area 88,1401,7.6,4043,4040,174,11400,OVA,3,Finished Airing,"Feb 5, 1985 to Jun 15, 1986",Studio Pierrot,Manga,"Feb 5, 1985 to Jun 15, 1986","Action,Military,Adventure,Drama,Romance"
Asobi Asobase Specials,1402,7.6,8208,3384,5,17298,Special,2,Finished Airing,"Nov 28, 2018 to Dec 21, 2018",Lerche,Manga,"Nov 28, 2018 to Dec 21, 2018",Comedy
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,1403,7.6,98471,671,610,160781,Movie,1,Finished Airing,"Dec 13, 2008",Studio Pierrot,Manga,"Dec 13, 2008","Action,Adventure,Comedy,Super Power,Supernatural,Shounen"
Chuunibyou demo Koi ga Shitai! Ren,1404,7.6,219044,224,1599,376375,TV,12,Finished Airing,Winter 2014,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,"Comedy,Drama,Romance,School,Slice of Life"
Future GPX Cyber Formula Sin,1405,7.6,638,8379,11,1586,OVA,5,Finished Airing,"Dec 21, 1998 to Mar 17, 2000",Sunrise,Unknown,"Dec 21, 1998 to Mar 17, 2000","Drama,Sci-Fi,Shounen,Sports"
Haiyore! Nyaruko-san F,1406,7.6,18593,2243,62,37382,OVA,1,Finished Airing,"Jun 19, 2015",Xebec,Light novel,"Jun 19, 2015","Sci-Fi,Comedy,Parody,Romance"
High School DxD BorN,1407,7.6,247366,184,3217,411836,TV,12,Finished Airing,Spring 2015,TNK,Light novel,R+ - Mild Nudity,"Action,Comedy,Demons,Ecchi,Harem,Romance,School"
Initial D: Project D to the Next Stage - Project D e Mukete,1408,7.6,2031,5261,1,6038,Special,1,Finished Airing,"Mar 22, 2003",add some,Manga,"Mar 22, 2003","Action,Cars,Sports,Drama,Seinen"
Kamisama no Memochou,1409,7.6,74108,581,757,181663,TV,12,Finished Airing,Summer 2011,J.C.Staff,Light novel,R - 17+ (violence & profanity),Mystery
KanColle Movie,1410,7.6,10693,2597,176,28497,Movie,1,Finished Airing,"Nov 26, 2016",Diomedea,Game,"Nov 26, 2016","Action,Military,Sci-Fi,Drama"
Kara no Kyoukai 6: Boukyaku Rokuon,1411,7.6,76945,832,149,131673,Movie,1,Finished Airing,"Dec 20, 2008",ufotable,Light novel,"Dec 20, 2008","Action,Magic,Mystery,Romance,Supernatural,Thriller"
Koi wa Ameagari no You ni,1412,7.6,56566,752,690,144011,TV,12,Finished Airing,Winter 2018,Wit Studio,Manga,PG-13 - Teens 13 or older,"Romance,Seinen"
Lady Jewelpet,1413,7.6,1485,5275,67,6016,TV,52,Finished Airing,Spring 2014,Studio Comet,Original,PG - Children,"Fantasy,Magic,Romance,Shoujo"
Macross Zero,1414,7.6,15806,2515,113,30102,OVA,5,Finished Airing,"Dec 21, 2002 to Oct 20, 2004",Satelight,Unknown,"Dec 21, 2002 to Oct 20, 2004","Adventure,Mecha,Military,Sci-Fi,Shounen"
Major 2nd,1415,7.6,6230,3474,57,16392,TV,25,Finished Airing,Spring 2018,OLM,Manga,PG-13 - Teens 13 or older,"Comedy,Sports,Drama,Shounen"
Marmalade Boy,1416,7.6,13664,2330,502,34704,TV,76,Finished Airing,Spring 1994,Toei Animation,Manga,PG-13 - Teens 13 or older,"Comedy,Drama,Romance,Shoujo"
Mekakucity Days,1417,7.6,2018,5337,65,5847,add some,5,Finished Airing,"May 30, 2012",add some,Music,"May 30, 2012","Music,Psychological,Sci-Fi"
Mobile Fighter G Gundam,1418,7.6,26286,1895,805,48685,TV,49,Finished Airing,Spring 1994,Sunrise,Original,PG-13 - Teens 13 or older,"Adventure,Comedy,Drama,Martial Arts,Mecha,Romance,Sci-Fi,Space,Sports"
Nanbaka 2,1419,7.6,31433,1535,264,66200,ONA,12,Finished Airing,"Jan 4, 2017 to Mar 22, 2017",Satelight,Web manga,"Jan 4, 2017 to Mar 22, 2017","Action,Comedy,Drama"
Ouritsu Uchuugun: Honneamise no Tsubasa,1420,7.6,11298,2538,217,29569,Movie,1,Finished Airing,"Mar 14, 1987",Gainax,Original,"Mar 14, 1987","Action,Drama,Military,Sci-Fi,Space"
Perrine Monogatari,1421,7.6,680,6754,15,3218,TV,53,Finished Airing,Winter 1978,Nippon Animation,Novel,G - All Ages,"Slice of Life,Historical,Drama,Shoujo"
PriPara,1422,7.6,2195,3785,265,13492,TV,140,Finished Airing,Summer 2014,Tatsunoko Production,Game,PG - Children,"Music,Slice of Life,School,Shoujo"
Saki Achiga-hen: Episode of Side-A Specials,1423,7.6,6411,4028,22,11454,Special,4,Finished Airing,"Feb 20, 2013 to Aug 21, 2013",Studio Gokumi,Manga,"Feb 20, 2013 to Aug 21, 2013","Game,Slice of Life,School"
Shion no Ou,1424,7.6,8746,2743,81,25680,TV,22,Finished Airing,Fall 2007,Studio Deen,Manga,PG-13 - Teens 13 or older,"Drama,Game,Mystery,Thriller"
Shoujo Kakumei Utena: Adolescence Mokushiroku,1425,7.6,17248,2409,379,32699,Movie,1,Finished Airing,"Aug 14, 1999",J.C.Staff,Original,"Aug 14, 1999","Dementia,Drama,Fantasy,Romance,Shoujo,Shoujo Ai"
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,1426,7.6,5482,4161,20,10608,Movie,1,Finished Airing,"Aug 20, 1994",Toei Animation,Unknown,"Aug 20, 1994","Slice of Life,Comedy,Sports,Drama,School,Shounen"
Waga Seishun no Arcadia,1427,7.6,2840,4996,72,6802,Movie,1,Finished Airing,"Jul 28, 1982",Toei Animation,Unknown,"Jul 28, 1982","Action,Adventure,Drama,Sci-Fi,Space"
Wakaokami wa Shougakusei! Movie,1428,7.6,1213,5859,14,4629,Movie,1,Finished Airing,"Sep 21, 2018",Madhouse,Novel,"Sep 21, 2018","Comedy,Slice of Life,Supernatural"
Wu Geng Ji,1429,7.6,612,7709,13,2129,ONA,30,Finished Airing,"Jun 24, 2016 to Aug 24, 2017",Sparkly Key Animation Studio,Manga,"Jun 24, 2016 to Aug 24, 2017","Action,Historical,Supernatural,Martial Arts,Fantasy"
Aa! Megami-sama!: Sorezore no Tsubasa Specials,1430,7.59,10599,3062,35,20906,Special,2,Finished Airing,"Feb 23, 2007",add some,Manga,"Feb 23, 2007","Comedy,Magic,Romance,Seinen,Supernatural"
Acchi Kocchi (TV),1431,7.59,95563,503,2117,208783,TV,12,Finished Airing,Spring 2012,AIC,4-koma manga,PG-13 - Teens 13 or older,"Slice of Life,Comedy,Romance,School"
Afro Samurai Movie,1432,7.59,20312,2223,87,37994,Movie,1,Finished Airing,"Oct 27, 2007",Gonzo,Original,"Oct 27, 2007","Action,Adventure,Samurai"
Amagi Brilliant Park,1433,7.59,212373,212,1850,388479,TV,13,Finished Airing,Fall 2014,Kyoto Animation,Light novel,PG-13 - Teens 13 or older,"Comedy,Drama,Fantasy,Magic"
City Hunter: Goodbye My Sweetheart,1434,7.59,1853,6041,3,4254,Special,1,Finished Airing,"Apr 25, 1997",add some,Unknown,"Apr 25, 1997","Adventure,Comedy,Shounen"
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,1435,7.59,30300,1819,26,51765,ONA,1,Finished Airing,"Jun 29, 2017",A-1 Pictures,Manga,"Jun 29, 2017","Comedy,Vampire,Fantasy,School,Seinen"
Detective Conan: Black History 2,1436,7.59,1210,6132,2,4106,Special,1,Finished Airing,"Dec 17, 2007",TMS Entertainment,Unknown,"Dec 17, 2007","Adventure,Mystery,Comedy,Police,Shounen"
Hellsing,1473,7.58,247558,150,5286,457384,TV,13,Finished Airing,Fall 2001,Gonzo,Manga,R - 17+ (violence & profanity),"Action,Horror,Supernatural,Vampire,Seinen"
Persona 4 the Animation,1482,7.58,85654,559,1841,188576,TV,25,Finished Airing,Fall 2011,AIC A.S.T.A.,Game,PG-13 - Teens 13 or older,"Sci-Fi,Adventure,Mystery,Super Power,Supernatural,School"
Prison School: Mad Wax,1484,7.58,46083,1352,62,78187,OVA,1,Finished Airing,"Mar 4, 2016",J.C.Staff,Manga,"Mar 4, 2016","Comedy,Romance,Ecchi,School,Seinen"
So Ra No Wo To,1486,7.58,42194,908,1311,120959,TV,12,Finished Airing,Winter 2010,A-1 Pictures,Original,PG-13 - Teens 13 or older,"Military,Sci-Fi,Music,Slice of Life"
Fairy Tail Movie 1: Houou no Miko,1497,7.57,75431,839,473,131160,Movie,1,Finished Airing,"Aug 18, 2012",Satelight,Manga,"Aug 18, 2012","Action,Adventure,Comedy,Fantasy,Magic,Shounen"
Amaama to Inazuma,1519,7.56,81655,568,691,186280,TV,12,Finished Airing,Summer 2016,TMS Entertainment,Manga,PG-13 - Teens 13 or older,"Comedy,Slice of Life,Seinen"
Little Busters!,1451,7.59,74728,526,1787,199969,TV,26,Finished Airing,Fall 2012,J.C.Staff,Visual novel,PG-13 - Teens 13 or older,"Slice of Life,Comedy,Supernatural,Drama,School"
Magic Knight Rayearth II,1452,7.59,12576,2852,141,24256,TV,29,Finished Airing,Spring 1995,TMS Entertainment,Manga,PG-13 - Teens 13 or older,"Adventure,Drama,Fantasy,Magic,Mecha,Romance,Shoujo"
Mobile Suit Gundam Unicorn RE:0096,1453,7.59,7640,3167,93,19728,TV,22,Finished Airing,Spring 2016,Sunrise,Novel,PG-13 - Teens 13 or older,"Action,Drama,Mecha,Military,Sci-Fi,Space"
